poi_id,weight,infra_distance,observed_distance,trip_mode,tracker_id,journey_distance
110,0.00675675675675675676,2960,3000,BIKE,10062750,45600
89,0.00311526479750778816,5700,5700,BIKE,10006279,40400
9,0.00330033003300330033,2990,3000,BIKE,20222209,142910
110,0.00301204819277108434,680,680,FOOT,20191117,48480
29,0.00408163265306122449,19310,19300,CAR,10052394,99300
42,0.00301204819277108434,590,590,FOOT,20191117,44890
68,0.00330033003300330033,750,750,FOOT,20225450,34550
110,0.00549450549450549451,1330,1300,FOOT,20286040,35400
41,0.00684931506849315068,1290,1300,BIKE,10069922,38900
62,0.00288184438040345821,10300,10300,TRAM,10014624,27010
110,0.00301204819277108434,530,530,FOOT,20191117,49530
110,0.00301204819277108434,520,520,FOOT,20191117,58920
14,0.00302114803625377644,2100,2100,BIKE,20047870,276200
68,0.00427350427350427350,740,740,FOOT,20060526,22140
49,0.00285714285714285714,2490,2500,BIKE,20241408,74600
110,0.00301204819277108434,1360,1400,TRAM,20259656,17300
6,0.01041666666666666667,1720,1700,CAR,10085606,12620
110,0.00301204819277108434,1120,1100,CAR,20259656,17000
41,0.00311526479750778816,8930,8900,CAR,10006279,54100
43,0.00518134715025906736,1310,1300,FOOT,10038654,52600
7,0.00480769230769230769,980,980,FOOT,10007213,11560
68,0.00427350427350427350,710,710,FOOT,20060526,23210
68,0.00427350427350427350,690,690,BIKE,20060526,23190
7,0.00302114803625377644,2790,2800,BIKE,20104710,124990
102,0.00310559006211180124,3020,3000,CAR,10007629,152890
86,0.00285714285714285714,3180,3200,BIKE,20241408,34120
41,0.00684931506849315068,1250,1200,BIKE,10069922,38400
110,0.00549450549450549451,1320,1300,FOOT,20286040,34500
110,0.00301204819277108434,320,320,FOOT,20191117,54620
13,0.00448430493273542601,4680,4700,BUS,20276478,31800
14,0.05263157894736842105,2140,2100,FOOT,10077112,30630
41,0.00684931506849315068,1240,1200,BIKE,10069922,38800
110,0.00301204819277108434,1090,1100,TRAM,20259656,17000
41,0.00282485875706214689,1390,1400,FOOT,20017216,26800
41,0.00675675675675675676,11550,11600,CAR,20278044,67500
16,0.00529100529100529101,2130,2100,METRO,20218006,107750
110,0.00675675675675675676,470,470,FOOT,10062750,46570
96,0.04000000000000000000,1600,1600,FOOT,10004030,15720
110,0.00301204819277108434,1110,1100,TRAM,20259656,24090
16,0.00283286118980169972,5220,5200,METRO,20073828,24800
7,0.00480769230769230769,1000,1000,FOOT,10007213,12050
110,0.00301204819277108434,3470,3500,METRO,20191117,48600
41,0.00684931506849315068,1310,1300,BIKE,10069922,40900
110,0.00301204819277108434,380,380,FOOT,20191117,52080
110,0.00301204819277108434,530,530,FOOT,20259656,16630
91,0.00448430493273542601,2780,2800,CAR,20276478,27400
110,0.00675675675675675676,650,650,FOOT,10062750,46650
32,0.00291545189504373178,5570,5600,BIKE,20186268,23500
93,0.00333333333333333333,1440,1400,CAR,20224440,27800
42,0.00301204819277108434,390,390,FOOT,20191117,45390
39,0.01351351351351351351,3000,3000,CAR,20173863,20740
110,0.00301204819277108434,350,350,FOOT,20259656,17350
110,0.00301204819277108434,550,550,FOOT,20259656,17550
7,0.00282485875706214689,1200,1200,BIKE,20270524,21000
15,0.00636942675159235669,14070,14100,TRAIN,20040083,20000
110,0.00301204819277108434,500,500,FOOT,20191117,53500
18,0.00900900900900900901,1270,1300,FOOT,20191438,29870
7,0.00480769230769230769,930,930,FOOT,10007213,11960
41,0.00282485875706214689,1520,1500,FOOT,20017216,27600
110,0.00301204819277108434,520,520,FOOT,20191117,50220
7,0.00480769230769230769,940,940,FOOT,10007213,10200
68,0.00427350427350427350,670,670,FOOT,20060526,21270
110,0.00301204819277108434,6520,6500,CAR,20191117,52800
41,0.00684931506849315068,920,920,BIKE,10069922,42420
16,0.01030927835051546392,4700,4700,BUS,20293146,24840
41,0.00282485875706214689,1490,1500,FOOT,20017216,28700
26,0.00444444444444444444,6900,6900,LIGHTRAIL,20240121,54300
110,0.00301204819277108434,1120,1100,UNKNOWN,20259656,19100
91,0.00448430493273542601,2770,2800,BUS,20276478,27600
68,0.00290697674418604651,1320,1300,FOOT,10029201,80500
107,0.00288184438040345821,910,910,BIKE,10014624,21260
110,0.00301204819277108434,1360,1400,TRAM,20259656,19850
15,0.00636942675159235669,280,280,FOOT,20040083,19990
41,0.00684931506849315068,1290,1300,BIKE,10069922,42300
91,0.00448430493273542601,2880,2900,BUS,20276478,27300
7,0.00480769230769230769,870,870,FOOT,10007213,11770
110,0.00301204819277108434,1180,1200,TRAM,20259656,19000
18,0.00704225352112676056,760,760,FOOT,10021885,106950
91,0.00448430493273542601,2950,3000,CAR,20276478,27700
41,0.00537634408602150538,490,490,FOOT,20115927,217090
76,0.00295857988165680473,860,860,FOOT,20259657,32660
76,0.00295857988165680473,490,490,FOOT,20259657,32290
7,0.00480769230769230769,940,940,FOOT,10007213,11540
13,0.00448430493273542601,4440,4400,CAR,20276478,31500
41,0.00684931506849315068,1330,1300,BIKE,10069922,39500
66,0.00444444444444444444,2020,2000,BUS,20269919,52900
15,0.00398406374501992032,760,760,BIKE,10013858,4860
7,0.00480769230769230769,950,950,FOOT,10007213,10780
110,0.00301204819277108434,3580,3600,METRO,20259656,16000
110,0.00301204819277108434,3570,3600,BIKE,20191117,55600
41,0.00684931506849315068,37160,37200,TRAIN,10069922,38800
42,0.00301204819277108434,340,340,FOOT,20191117,46240
86,0.00285714285714285714,3290,3300,BIKE,20241408,34700
15,0.00636942675159235669,14030,14000,TRAIN,20040083,21100
15,0.00636942675159235669,640,640,FOOT,20040083,20680
18,0.01785714285714285714,410,410,FOOT,20241727,11510
41,0.00282485875706214689,1440,1400,FOOT,20017216,27100
16,0.01030927835051546392,21130,21100,TRAIN,20293146,24400
49,0.00497512437810945274,3730,3700,BIKE,10049978,23600
86,0.00285714285714285714,3320,3300,BIKE,20241408,34190
41,0.00684931506849315068,1590,1600,BIKE,10069922,39300
110,0.00301204819277108434,570,570,FOOT,20259656,16070
42,0.00301204819277108434,2240,2200,METRO,20191117,44300
51,0.00284090909090909091,4980,5000,CAR,20276130,130800
80,0.00321543408360128617,1510,1500,FOOT,10049976,26060
49,0.00285714285714285714,2550,2600,BIKE,20241408,74480
110,0.00301204819277108434,550,550,FOOT,20259656,18250
110,0.00301204819277108434,640,640,FOOT,20191117,50740
41,0.00315457413249211356,520,520,FOOT,10076435,80640
110,0.00301204819277108434,3500,3500,BIKE,20259656,15700
16,0.01030927835051546392,3100,3100,FOOT,20293146,27880
86,0.00285714285714285714,3120,3100,BIKE,20241408,34760
15,0.00409836065573770492,670,670,FOOT,20126280,36770
41,0.00282485875706214689,1370,1400,FOOT,20017216,26900
86,0.00285714285714285714,3990,4000,BIKE,20241408,34600
110,0.00301204819277108434,570,570,FOOT,20191117,55770
76,0.00283286118980169972,390,390,FOOT,10013046,76390
110,0.00675675675675675676,3130,3100,FOOT,10062750,45560
110,0.00301204819277108434,500,500,FOOT,20259656,51090
16,0.01724137931034482759,11130,11100,METRO,20257151,59100
7,0.00480769230769230769,1000,1000,FOOT,10007213,11700
107,0.00288184438040345821,930,930,FOOT,10014624,13630
16,0.01030927835051546392,20110,20100,TRAIN,20293146,29120
95,0.00454545454545454545,2880,2900,CAR,10015633,23460
7,0.00480769230769230769,940,940,FOOT,10007213,10040
7,0.00480769230769230769,930,930,FOOT,10007213,11630
110,0.00301204819277108434,900,900,TRAM,20259656,16800
86,0.00285714285714285714,3280,3300,BIKE,20241408,34860
57,0.00436681222707423581,4540,4500,BUS,10022617,27240
110,0.00675675675675675676,570,570,FOOT,10062750,47270
15,0.00313479623824451411,680,680,FOOT,10077806,31270
91,0.00448430493273542601,3020,3000,CAR,20276478,27500
16,0.00602409638554216867,2140,2100,FOOT,20036442,23080
41,0.00311526479750778816,1820,1800,BIKE,10006279,31200
41,0.01388888888888888889,1550,1600,FOOT,20003432,32090
95,0.00454545454545454545,2920,2900,BUS,10015633,23190
42,0.00301204819277108434,2690,2700,BIKE,20191117,45300
9,0.00307692307692307692,9690,9700,CAR,10078863,148000
86,0.00285714285714285714,3160,3200,BIKE,20241408,35550
110,0.00549450549450549451,1320,1300,FOOT,20286040,34800
110,0.00675675675675675676,3060,3100,BIKE,10062750,45800
110,0.00434782608695652174,660,660,FOOT,20265535,47100
44,0.00636942675159235669,720,720,FOOT,10081640,23120
110,0.00301204819277108434,4920,4900,CAR,20191117,51400
41,0.00684931506849315068,1320,1300,BIKE,10069922,40200
41,0.00282485875706214689,1370,1400,BIKE,20017216,26900
41,0.00684931506849315068,1340,1300,BIKE,10069922,39700
16,0.00512820512820512821,2840,2800,BIKE,20191499,60560
37,0.00429184549356223176,3810,3800,CAR,20286563,37900
86,0.00285714285714285714,3170,3200,BIKE,20241408,34430
49,0.00285714285714285714,2540,2500,BIKE,20241408,74400
68,0.00427350427350427350,700,700,FOOT,20060526,23200
110,0.00301204819277108434,4180,4200,BIKE,20259656,18500
41,0.00282485875706214689,1510,1500,FOOT,20017216,26900
49,0.00285714285714285714,2750,2800,CAR,20241408,76200
68,0.00427350427350427350,570,570,FOOT,20060526,22970
14,0.00366300366300366300,2900,2900,CAR,20236491,18580
13,0.00448430493273542601,4660,4700,BUS,20276478,31300
110,0.00301204819277108434,1160,1200,CAR,20259656,17200
110,0.00301204819277108434,3920,3900,BIKE,20191117,50600
41,0.00282485875706214689,850,850,FOOT,20017216,28350
7,0.00480769230769230769,1410,1400,FOOT,10007213,9700
102,0.02439024390243902439,3830,3800,CAR,20023454,206270
16,0.01030927835051546392,21780,21800,TRAIN,20293146,26430
69,0.00367647058823529412,1100,1100,FOOT,20250705,34310
44,0.00429184549356223176,390,390,BIKE,10034939,51590
15,0.00636942675159235669,250,250,FOOT,20040083,20120
80,0.00321543408360128617,930,930,FOOT,10049976,25340
14,0.00276243093922651934,1540,1500,FOOT,20093585,107200
95,0.00425531914893617021,460,460,FOOT,20155119,30710
104,0.00313479623824451411,13590,13600,BUS,10077806,45790
29,0.00724637681159420290,3850,3800,CAR,10010338,39400
95,0.00377358490566037736,250,250,FOOT,20262159,47750
15,0.01219512195121951220,750,750,FOOT,20205873,93250
110,0.00675675675675675676,470,470,FOOT,10062750,49900
41,0.00282485875706214689,1360,1400,BIKE,20017216,27300
110,0.00301204819277108434,3920,3900,BIKE,20191117,49900
76,0.00295857988165680473,750,750,FOOT,20259657,32550
44,0.00313479623824451411,11210,11200,TRAIN,10021138,15270
86,0.00285714285714285714,500,500,FOOT,20241408,34630
86,0.00285714285714285714,500,500,FOOT,20241408,34630
110,0.00549450549450549451,1340,1300,FOOT,20286040,34500
76,0.00295857988165680473,440,440,FOOT,20259657,32240
41,0.00311526479750778816,1290,1300,BIKE,10006279,36900
110,0.00301204819277108434,1370,1400,TRAM,20259656,18100
110,0.00675675675675675676,3570,3600,FOOT,10062750,45200
72,0.00331125827814569536,2510,2500,BIKE,10082574,41600
86,0.00285714285714285714,3170,3200,BIKE,20241408,34550
15,0.00552486187845303867,15740,15700,TRAIN,10003206,16700
57,0.00436681222707423581,7520,7500,BUS,10022617,30300
41,0.00282485875706214689,1330,1300,FOOT,20017216,26900
95,0.00377358490566037736,280,280,FOOT,20262159,48280
95,0.00377358490566037736,3050,3000,BUS,20262159,48800
110,0.00301204819277108434,490,490,FOOT,20191117,51690
15,0.01219512195121951220,740,740,FOOT,20205873,85640
86,0.00303030303030303030,3550,3600,CAR,20275943,62000
110,0.00549450549450549451,1360,1400,FOOT,20286040,35000
95,0.00581395348837209302,830,830,FOOT,10077501,44230
84,0.00581395348837209302,830,830,FOOT,10077501,44230
86,0.00285714285714285714,3140,3100,BIKE,20241408,44900
68,0.00427350427350427350,730,730,FOOT,20060526,24930
91,0.00448430493273542601,2740,2700,CAR,20276478,27100
16,0.00512820512820512821,420,420,FOOT,20191499,60560
16,0.00512820512820512821,420,420,FOOT,20191499,60560
15,0.00352112676056338028,400,400,FOOT,20274403,9700
89,0.00311526479750778816,920,920,FOOT,10005989,65820
88,0.00518134715025906736,620,620,FOOT,10080925,30350
7,0.00480769230769230769,960,960,FOOT,10007213,10120
86,0.00285714285714285714,4340,4300,BIKE,20241408,34800
86,0.00285714285714285714,3180,3200,BIKE,20241408,36230
110,0.00301204819277108434,3260,3300,BIKE,20259656,17300
110,0.00549450549450549451,1300,1300,FOOT,20286040,33200
110,0.00301204819277108434,4280,4300,METRO,20191117,51000
26,0.00444444444444444444,5470,5500,LIGHTRAIL,20269919,65400
91,0.00448430493273542601,2890,2900,BUS,20276478,28070
110,0.00301204819277108434,1040,1000,TRAM,20259656,16800
95,0.00425531914893617021,3520,3500,BIKE,20155119,29790
7,0.00480769230769230769,980,980,FOOT,10007213,11780
15,0.01219512195121951220,760,760,FOOT,20205873,88960
41,0.00684931506849315068,1340,1300,BIKE,10069922,39200
42,0.00301204819277108434,310,310,FOOT,20191117,42710
41,0.00684931506849315068,1260,1300,BIKE,10069922,39000
15,0.00636942675159235669,13910,13900,TRAIN,20040083,19750
77,0.00471698113207547170,3620,3600,BIKE,10040001,77200
39,0.00319488817891373802,3450,3400,BUS,10067075,23100
64,0.01587301587301587302,3270,3300,CAR,20147594,42400
89,0.00311526479750778816,7850,7800,BIKE,10006279,42600
15,0.00925925925925925926,29360,29400,TRAIN,20083331,46900
115,0.00366300366300366300,6520,6500,CAR,10081776,55700
41,0.00282485875706214689,1590,1600,FOOT,20017216,27700
49,0.00285714285714285714,770,770,BIKE,20241408,74970
110,0.00301204819277108434,8000,8000,METRO,20191117,52900
38,0.00561797752808988764,5370,5400,BIKE,10077422,97500
49,0.00332225913621262458,2450,2400,BUS,20022934,226500
38,0.00561797752808988764,5210,5200,BIKE,10077422,92500
91,0.00448430493273542601,8750,8800,BUS,20276478,25700
9,0.00330033003300330033,2600,2600,BIKE,20222209,65600
15,0.00483091787439613527,39660,39700,TRAIN,10014326,50900
110,0.00301204819277108434,460,460,FOOT,20259656,15760
15,0.01219512195121951220,590,590,FOOT,20205873,90090
110,0.00301204819277108434,3600,3600,BIKE,20259656,18800
39,0.00398406374501992032,3890,3900,CAR,20273599,29300
2,0.00274725274725274725,4010,4000,BIKE,10035180,19410
45,0.00364963503649635036,11960,12000,CAR,20219393,70700
99,0.00892857142857142857,770,770,FOOT,10026397,51070
69,0.00367647058823529412,1920,1900,FOOT,20250705,34300
38,0.00561797752808988764,5320,5300,BIKE,10077422,93600
91,0.00448430493273542601,3050,3000,BUS,20276478,30100
86,0.00285714285714285714,2850,2800,BIKE,20241408,33200
110,0.00301204819277108434,1130,1100,CAR,20259656,17000
88,0.00299401197604790419,2760,2800,FOOT,10050779,12400
107,0.00288184438040345821,780,780,FOOT,10014624,13890
29,0.00724637681159420290,3770,3800,BIKE,10010338,40600
82,0.01408450704225352113,2300,2300,LIGHTRAIL,20129041,26900
73,0.01408450704225352113,2300,2300,LIGHTRAIL,20129041,26900
103,0.00460829493087557604,1630,1600,BIKE,20171414,97300
13,0.00448430493273542601,4610,4600,BUS,20276478,31500
86,0.00285714285714285714,3280,3300,BIKE,20241408,34580
7,0.00480769230769230769,1180,1200,FOOT,10007213,11800
16,0.00512820512820512821,1840,1800,METRO,20191499,63770
39,0.00350877192982456140,3570,3600,BUS,20274775,20200
110,0.00549450549450549451,1310,1300,FOOT,20286040,34900
76,0.01219512195121951220,210,210,FOOT,20205873,91110
41,0.00282485875706214689,1560,1600,FOOT,20017216,28200
76,0.00302114803625377644,470,470,FOOT,10039152,33370
91,0.00448430493273542601,2770,2800,BIKE,20276478,27000
110,0.00301204819277108434,1260,1300,CAR,20259656,17700
16,0.01030927835051546392,570,570,FOOT,20293146,26040
16,0.01030927835051546392,570,570,FOOT,20293146,26040
7,0.00480769230769230769,970,970,FOOT,10007213,11570
110,0.00301204819277108434,1120,1100,TRAM,20259656,17100
66,0.00384615384615384615,2030,2000,FOOT,20033619,16500
110,0.00301204819277108434,4370,4400,BIKE,20191117,51400
39,0.00350877192982456140,330,330,FOOT,20274775,213730
68,0.00427350427350427350,690,690,BIKE,20060526,22890
7,0.00480769230769230769,950,950,FOOT,10007213,11550
43,0.00518134715025906736,1550,1600,FOOT,10038654,52500
41,0.00684931506849315068,1360,1400,FOOT,10069922,39310
18,0.00313479623824451411,920,920,FOOT,20268808,46380
110,0.00301204819277108434,4280,4300,BIKE,20259656,16900
91,0.00448430493273542601,3000,3000,BUS,20276478,27300
110,0.00301204819277108434,520,520,FOOT,20191117,49720
41,0.00282485875706214689,1400,1400,FOOT,20017216,27000
110,0.00301204819277108434,1380,1400,CAR,20259656,17400
110,0.00301204819277108434,1140,1100,TRAM,20259656,18380
16,0.01030927835051546392,2200,2200,METRO,20293146,25060
88,0.00299401197604790419,840,840,FOOT,10050779,9410
110,0.00301204819277108434,3660,3700,BIKE,20259656,16800
26,0.00444444444444444444,7040,7000,LIGHTRAIL,20269919,37500
110,0.00625000000000000000,1600,1600,BIKE,20245531,38000
16,0.01030927835051546392,1360,1400,METRO,20293146,23560
95,0.00454545454545454545,350,350,CAR,10015633,25740
95,0.00454545454545454545,350,350,CAR,10015633,25740
95,0.00512820512820512821,1380,1400,FOOT,10080564,24380
15,0.00636942675159235669,340,340,FOOT,20040083,20110
41,0.00684931506849315068,1250,1200,BIKE,10069922,39800
18,0.00369003690036900369,780,780,FOOT,20269990,43290
95,0.00366300366300366300,770,770,FOOT,20236491,219410
110,0.00301204819277108434,3440,3400,BIKE,20259656,17600
23,0.00694444444444444444,19000,19000,CAR,10009272,40610
2,0.00274725274725274725,4400,4400,BIKE,10035180,19500
7,0.00282485875706214689,1180,1200,FOOT,20270524,73400
110,0.00434782608695652174,1650,1600,BIKE,20265535,46790
41,0.00578034682080924855,970,970,FOOT,20213271,122320
13,0.00448430493273542601,6640,6600,BUS,20276478,34300
49,0.03125000000000000000,2580,2600,CAR,20277807,18100
68,0.00427350427350427350,1630,1600,BIKE,20060526,23300
95,0.00512820512820512821,4000,4000,BUS,10080564,42700
110,0.00549450549450549451,1050,1000,BUS,20286040,44090
86,0.00285714285714285714,3230,3200,BIKE,20241408,34050
68,0.00427350427350427350,850,850,FOOT,20060526,27050
110,0.00301204819277108434,4300,4300,CAR,20191117,50500
41,0.00684931506849315068,1300,1300,BIKE,10069922,39800
110,0.00434782608695652174,600,600,FOOT,20265535,46370
49,0.00285714285714285714,4410,4400,BIKE,20241408,76300
41,0.00282485875706214689,1360,1400,BIKE,20017216,26900
107,0.00288184438040345821,920,920,FOOT,10014624,13320
86,0.00285714285714285714,3160,3200,BIKE,20241408,34060
7,0.00480769230769230769,930,930,FOOT,10007213,11530
86,0.00285714285714285714,3380,3400,BIKE,20241408,33900
110,0.00301204819277108434,11870,11900,CAR,20191117,53900
95,0.00335570469798657718,390,390,FOOT,20043650,48490
42,0.00301204819277108434,400,400,FOOT,20191117,46100
110,0.00301204819277108434,1180,1200,TRAM,20259656,17100
110,0.00301204819277108434,1260,1300,BUS,20259656,17200
88,0.00299401197604790419,740,740,FOOT,10050779,9110
44,0.00943396226415094340,490,490,FOOT,10026330,7690
41,0.01388888888888888889,1410,1400,FOOT,20003432,42600
42,0.00549450549450549451,490,490,BIKE,20286040,44890
38,0.00561797752808988764,5150,5200,BIKE,10077422,93730
110,0.00301204819277108434,1440,1400,TRAM,20259656,17500
38,0.00561797752808988764,6990,7000,BIKE,10077422,94960
26,0.00341296928327645051,7190,7200,LIGHTRAIL,10059858,58410
42,0.00301204819277108434,340,340,CAR,20191117,45140
110,0.00549450549450549451,1510,1500,FOOT,20286040,35900
110,0.00301204819277108434,3770,3800,BIKE,20259656,17900
86,0.00285714285714285714,3160,3200,BIKE,20241408,34750
110,0.00301204819277108434,770,770,FOOT,20259656,18470
107,0.00288184438040345821,890,890,FOOT,10014624,13790
16,0.00512820512820512821,2960,3000,METRO,20191499,60940
115,0.01351351351351351351,2940,2900,BIKE,10022349,86100
69,0.00367647058823529412,2420,2400,FOOT,20250705,33500
68,0.00427350427350427350,670,670,FOOT,20060526,26270
41,0.00684931506849315068,1220,1200,BIKE,10069922,39600
68,0.00427350427350427350,680,680,FOOT,20060526,26980
110,0.00301204819277108434,1130,1100,UNKNOWN,20259656,19100
110,0.00301204819277108434,1230,1200,FOOT,20259656,19100
110,0.00301204819277108434,650,650,FOOT,20191117,56750
110,0.00301204819277108434,460,460,FOOT,20259656,17760
110,0.00549450549450549451,1300,1300,FOOT,20286040,33400
110,0.00301204819277108434,1360,1400,TRAM,20259656,17500
38,0.00561797752808988764,5190,5200,BIKE,10077422,93000
23,0.00694444444444444444,2980,3000,CAR,10009272,23860
86,0.00285714285714285714,3160,3200,BIKE,20241408,34900
7,0.00282485875706214689,870,870,BIKE,20270524,35480
110,0.00301204819277108434,3220,3200,METRO,20191117,55600
16,0.01030927835051546392,22080,22100,TRAIN,20293146,25940
93,0.00333333333333333333,1300,1300,FOOT,20224440,27500
41,0.00282485875706214689,1350,1400,FOOT,20017216,27000
86,0.00285714285714285714,500,500,FOOT,20241408,33530
86,0.00285714285714285714,500,500,FOOT,20241408,33530
110,0.00505050505050505051,2410,2400,FOOT,10044297,43880
69,0.00367647058823529412,1880,1900,FOOT,20250705,33400
15,0.00352112676056338028,350,350,FOOT,20274403,25350
110,0.00301204819277108434,840,840,FOOT,20259656,17220
110,0.00301204819277108434,3670,3700,BIKE,20259656,17800
110,0.00301204819277108434,520,520,FOOT,20191117,50220
110,0.00301204819277108434,3670,3700,BIKE,20259656,16300
